35204,Peć,20.29674325,42.66212842,13,80114
35205,Pećinci,19.96620721,44.9088575,13,80115
35206,Petrovac na Mlavi,21.41669381,44.37844489,13,80116
35207,Pirot,22.58752951,43.15842607,13,80117
35208,Plandište,21.12043297,45.22904645,13,80118
35209,Podujevo,21.1934314,42.90607976,13,80119
35210,Požarevac,21.1872851,44.62332594,13,80120
35211,Požega,20.03479151,43.84843352,13,80121
35212,Preševo,21.64781107,42.31005234,13,80122
35213,Priboj,19.52501278,43.58222965,13,80123
35214,Prijepolje,19.64936078,43.3891787,13,80124
35215,Priština,21.16532391,42.66543661,13,80125
35216,Prizren,20.73214804,42.21055106,13,80126
35217,Prokuplje,21.58809396,43.23472839,13,80127
35218,Rača,20.98116768,44.22534338,13,80128
35219,Raška,20.61363151,43.28692893,13,80129
35221,Rekovac,21.0965232,43.85993449,13,80131
35222,Ruma,19.8225405,45.00789281,13,80132
35224,Sečanj,20.7678838,45.36692298,13,80133
35225,Senta,20.07822624,45.92588961,13,80134
35227,Sjenica,19.99907535,43.2740695,13,80135
35228,Smederevo,20.92738681,44.66427626,13,80136
35229,Smederevska Palanka,20.95667396,44.36835267,13,80137
35230,Sokobanja,21.87356947,43.64392199,13,80138
35231,Sombor,19.11875598,45.77397922,13,80139
35233,Srbica,20.78907567,42.74750278,13,80141
35234,Srbobran,19.79513294,45.54947982,13,80142
35235,Sremska Mitrovica,19.60867616,44.96878407,13,80143
35236,Sremski Karlovci,19.93129934,45.20362788,13,80144
35237,Stara Pazova,20.15887787,44.98456221,13,80145
35240,Subotica,19.65753713,46.09696156,13,80146
35242,Surdulica,22.17097719,42.68993335,13,80148
35243,Suva Reka,20.82568048,42.35834194,13,80149
35244,Svilajnac,21.19541334,44.23259842,13,80150
35245,Svrljig,22.12280935,43.41363399,13,80151
35223,Šabac,19.69409214,44.75696337,13,80152
35226,Šid,19.22625281,45.12801474,13,80153
35238,Štimlje,21.03988251,42.43285755,13,80154
35239,Štrpce,21.0264846,42.23791932,13,80155
35246,Tara,19.4125842,43.9108214,13,80156
35247,Temerin,19.88895186,45.41021423,13,80157
35248,Titel,20.29455934,45.20530751,13,80158
35249,Topola,20.6781703,44.25468071,13,80159
35250,Trgovište,22.08578158,42.36235452,13,80160
35251,Trstenik,20.99750168,43.61984283,13,80161
35252,Tutin,20.33784123,42.99089602,13,80162
35253,Ub,20.07524163,44.45583527,13,80163
35254,Uroševac,21.15019649,42.37016359,13,80164
35255,Užice,19.84255774,43.85558125,13,80165
35256,Valjevo,19.88408704,44.27067164,13,80166
35257,Varvarin,21.36818628,43.72540338,13,80167
35258,Velika Plana,21.07713138,44.33589526,13,80168
35259,Veliko Gradište,21.51627861,44.76306071,13,80169
35260,Vitina,21.35743437,42.31751666,13,80170
35261,Vladičin Han,22.06443805,42.70481254,13,80171
35262,Vladimirci,19.78345056,44.61646404,13,80172
35263,Vlasotince,22.12431458,42.96150393,13,80173
35264,Vranje,21.89822272,42.55356953,13,80174
35265,Vranjska Banja,22.004926,42.54573079,13,80175
35266,Vrbas,19.63977726,45.57201647,13,80176
35267,Vrnjačka Banja,20.89342137,43.62100164,13,80177
35268,Vršac,21.29673532,45.12217292,13,80178
35269,Vučitrn,20.96355093,42.82410259,13,80179
35273,Zaječar,22.27016861,43.90185524,13,80180
35276,Zlatibor,19.70360049,43.72325302,13,80181
35277,Zrenjanin,20.39373382,45.3797491,13,80182
35278,Zubin Potok,20.68861183,42.91344672,13,80183
35279,Zvečan,20.83834799,42.91088104,13,80184
35270,Žabalj,20.0632136,45.37286253,13,80185
35271,Žabari,21.21528003,44.35815303,13,80186
35272,Žagubica,21.78311147,44.19763069,13,80187
35274,Žitište,20.55070272,45.48467411,13,80188
35275,Žitorađa,21.70930995,43.18966748,13,80189
